timestamp,pv_input_voltage,pv_input_current_for_battery,pv_input_power,battery_voltage_from_scc,is_scc_charging_on
2024-07-02T12:45:00,105.7,25.36,2680.9,14.03,1
2024-07-02T12:50:00,105.56,25.49,2691.0,13.94,1
2024-07-02T12:55:00,116.25,32.46,3773.9,14.28,1
2024-07-02T13:00:00,116.49,32.47,3782.5,14.24,1
2024-07-02T13:05:00,115.18,32.52,3745.6,14.3,1
2024-07-02T13:10:00,115.57,32.35,3738.9,14.24,1
2024-07-02T13:15:00,115.32,32.21,3714.1,14.3,1
2024-07-02T13:20:00,116.78,31.82,3715.7,14.25,1
2024-07-02T13:25:00,115.03,32.0,3681.4,14.3,1
2024-07-02T13:30:00,115.1,31.98,3681.4,14.2,1
2024-07-02T13:35:00,114.3,31.59,3611.2,14.22,1
2024-07-02T13:40:00,114.0,32.14,3663.4,14.17,1
2024-07-02T13:45:00,114.79,31.26,3588.2,14.08,1
2024-07-02T13:50:00,113.95,31.41,3579.6,14.27,1
2024-07-02T13:55:00,114.03,31.31,3570.9,14.21,1
2024-07-02T14:00:00,112.37,31.48,3536.9,14.26,1
2024-07-02T14:05:00,113.62,30.67,3484.9,14.24,1
2024-07-02T14:10:00,112.82,30.48,3438.6,14.2,1
2024-07-02T14:15:00,112.64,30.29,3412.2,14.19,1
2024-07-02T14:20:00,112.15,30.51,3422.0,14.25,1
2024-07-02T14:25:00,111.67,30.3,3383.5,14.25,1
2024-07-02T14:30:00,111.09,29.83,3313.7,14.07,1
2024-07-02T14:35:00,110.63,29.61,3276.4,14.07,1
2024-07-02T14:40:00,109.97,29.22,3213.0,14.21,1
2024-07-02T14:45:00,111.34,28.78,3204.9,14.18,1
2024-07-02T14:50:00,109.82,28.51,3130.7,14.04,1
2024-07-02T14:55:00,109.67,28.18,3090.7,14.06,1
2024-07-02T15:00:00,109.56,28.03,3070.6,14.05,1
2024-07-02T15:05:00,108.5,27.62,2996.6,14.04,1
2024-07-02T15:10:00,109.14,27.33,2983.2,14.06,1
2024-07-02T15:15:00,108.06,27.18,2937.7,14.03,1
2024-07-02T15:20:00,107.13,26.8,2871.2,14.0,1
2024-07-02T15:25:00,106.51,26.2,2790.2,14.0,1
2024-07-02T15:30:00,106.5,25.86,2754.0,13.95,1
2024-07-02T15:35:00,106.02,25.45,2697.9,13.98,1
2024-07-02T15:40:00,105.53,25.18,2657.4,13.95,1
2024-07-02T15:45:00,104.98,24.64,2586.4,13.97,1
2024-07-02T15:50:00,104.26,24.38,2542.3,14.01,1
2024-07-02T15:55:00,103.39,24.05,2486.9,13.94,1
2024-07-02T16:00:00,103.15,23.54,2428.6,13.86,1
2024-07-02T16:05:00,102.26,23.23,2376.0,13.87,1
2024-07-02T16:10:00,102.31,22.62,2314.4,13.84,1
2024-07-02T16:15:00,101.67,21.74,2210.2,13.87,1
2024-07-02T16:20:00,100.0,21.8,2179.8,13.77,1
2024-07-02T16:25:00,100.98,21.06,2126.9,13.81,1
2024-07-02T16:30:00,99.81,20.73,2069.2,13.82,1
2024-07-02T16:35:00,98.84,20.34,2010.8,13.8,1
2024-07-02T16:40:00,98.11,19.53,1915.7,13.79,1
2024-07-02T16:45:00,97.75,19.08,1864.6,13.7,1
2024-07-02T16:50:00,96.74,18.87,1825.6,13.64,1
2024-07-02T16:55:00,97.13,18.11,1759.3,13.72,1
2024-07-02T17:00:00,95.83,17.27,1655.1,13.7,1
2024-07-02T17:05:00,95.68,17.1,1635.8,13.71,1
2024-07-02T17:10:00,95.13,16.13,1534.5,13.69,1
2024-07-02T17:15:00,93.88,15.93,1495.3,13.67,1
2024-07-02T17:20:00,93.19,14.83,1381.8,13.57,1
2024-07-02T17:25:00,92.99,14.51,1349.3,13.65,1
2024-07-02T17:30:00,92.3,14.01,1292.9,13.59,1
2024-07-02T17:35:00,90.59,13.54,1226.9,13.57,1
2024-07-02T17:40:00,90.96,12.69,1154.4,13.62,1
2024-07-02T17:45:00,90.6,12.19,1104.0,13.42,1
2024-07-02T17:50:00,90.12,11.38,1025.7,13.54,1
2024-07-02T17:55:00,88.82,10.85,963.3,13.46,1
2024-07-02T18:00:00,88.08,10.47,922.6,13.51,1
2024-07-02T18:05:00,88.16,9.51,838.3,13.4,1
2024-07-02T18:10:00,87.82,8.75,768.4,13.38,1
2024-07-02T18:15:00,87.24,8.28,722.5,13.41,1
2024-07-02T18:20:00,86.37,7.41,640.4,13.44,1
2024-07-02T18:25:00,85.05,6.76,575.0,13.38,1
2024-07-02T18:30:00,84.5,6.44,543.9,13.29,1
2024-07-02T18:35:00,84.15,5.63,474.1,13.45,1
2024-07-02T18:40:00,83.33,5.03,419.3,13.37,1
2024-07-02T18:45:00,84.63,4.72,399.6,13.33,1
2024-07-02T18:50:00,82.79,3.65,302.6,13.36,1
2024-07-02T18:55:00,82.57,3.15,259.9,13.31,1
2024-07-02T19:00:00,82.19,2.68,220.4,13.23,1
2024-07-02T19:05:00,81.48,2.02,164.2,13.26,1
2024-07-02T19:10:00,81.23,1.71,138.7,13.22,1
2024-07-02T19:15:00,81.07,1.16,94.3,13.21,1
2024-07-02T19:20:00,80.78,0.38,30.7,13.21,1
2024-07-02T19:25:00,79.94,0.19,15.2,13.17,0
2024-07-02T19:30:00,0.0,0.0,0.0,0.0,0
2024-07-02T19:35:00,0.0,0.0,0.0,0.0,0
2024-07-02T19:40:00,0.0,0.0,0.0,0.0,0
2024-07-02T19:45:00,80.63,0.37,30.1,13.24,1
2024-07-02T19:50:00,79.48,0.22,17.7,13.24,0
2024-07-02T19:55:00,0.0,0.0,0.0,0.0,0
2024-07-02T20:00:00,0.0,0.0,0.0,0.0,0
2024-07-02T20:05:00,0.0,0.0,0.0,0.0,0
2024-07-02T20:10:00,80.12,0.21,16.7,13.18,0
2024-07-02T20:15:00,0.0,0.0,0.0,0.0,0
2024-07-02T20:20:00,0.0,0.0,3.7,0.0,0
2024-07-02T20:25:00,80.05,0.31,24.5,13.27,1
2024-07-02T20:30:00,0.0,0.0,0.0,0.0,0
2024-07-02T20:35:00,79.74,0.13,10.1,13.25,0
2024-07-02T20:40:00,0.0,0.0,0.0,0.0,0
2024-07-02T20:45:00,0.0,0.0,0.0,0.0,0
2024-07-02T20:50:00,0.0,0.0,0.0,0.0,0
2024-07-02T20:55:00,0.0,0.0,0.0,0.0,0
2024-07-02T21:00:00,0.0,0.0,3.4,0.0,0
2024-07-02T21:05:00,0.0,0.0,0.0,0.0,0
2024-07-02T21:10:00,0.0,0.0,0.0,0.0,0
2024-07-02T21:15:00,0.0,0.0,0.0,0.0,0
2024-07-02T21:20:00,80.56,0.14,11.5,13.18,0
2024-07-02T21:25:00,0.0,0.0,0.0,0.0,0
2024-07-02T21:30:00,0.0,0.0,0.0,0.0,0
2024-07-02T21:35:00,80.74,0.16,12.9,13.18,0
2024-07-02T21:40:00,0.0,0.0,5.2,0.0,0
2024-07-02T21:45:00,0.0,0.0,0.0,0.0,0
2024-07-02T21:50:00,79.61,0.15,12.3,13.23,0
2024-07-02T21:55:00,80.32,0.15,12.4,13.15,0
2024-07-02T22:00:00,0.0,0.0,0.5,0.0,0
2024-07-02T22:05:00,0.0,0.0,8.5,0.0,0
2024-07-02T22:10:00,79.42,0.15,12.2,13.29,0
2024-07-02T22:15:00,80.03,0.16,12.5,13.12,0
2024-07-02T22:20:00,0.0,0.0,5.1,0.0,0
2024-07-02T22:25:00,0.0,0.0,0.0,0.0,0
2024-07-02T22:30:00,80.67,0.21,16.7,13.25,0
2024-07-02T22:35:00,0.0,0.0,2.1,0.0,0
2024-07-02T22:40:00,0.0,0.0,2.7,0.0,0
2024-07-02T22:45:00,79.6,0.25,19.9,13.17,0
2024-07-02T22:50:00,0.0,0.0,0.0,0.0,0
2024-07-02T22:55:00,0.0,0.0,0.0,0.0,0
2024-07-02T23:00:00,0.0,0.0,0.0,0.0,0
2024-07-02T23:05:00,0.0,0.0,0.0,0.0,0
2024-07-02T23:10:00,0.0,0.0,0.0,0.0,0
2024-07-02T23:15:00,80.78,0.3,24.5,13.2,1
2024-07-02T23:20:00,80.69,0.25,19.8,13.27,0
2024-07-02T23:25:00,0.0,0.0,0.0,0.0,0
2024-07-02T23:30:00,0.0,0.0,0.0,0.0,0
2024-07-02T23:35:00,0.0,0.0,0.0,0.0,0
2024-07-02T23:40:00,0.0,0.0,3.4,0.0,0
2024-07-02T23:45:00,79.92,0.13,10.3,13.07,0
2024-07-02T23:50:00,0.0,0.0,8.3,0.0,0
2024-07-02T23:55:00,0.0,0.0,0.5,0.0,0
2024-07-03T00:00:00,0.0,0.0,0.0,0.0,0
2024-07-03T00:05:00,0.0,0.0,0.0,0.0,0
2024-07-03T00:10:00,0.0,0.0,1.7,0.0,0
2024-07-03T00:15:00,0.0,0.0,0.0,0.0,0
2024-07-03T00:20:00,0.0,0.0,0.0,0.0,0
2024-07-03T00:25:00,0.0,0.0,0.0,0.0,0
2024-07-03T00:30:00,0.0,0.0,1.3,0.0,0
2024-07-03T00:35:00,0.0,0.0,0.0,0.0,0
2024-07-03T00:40:00,80.56,0.24,19.1,13.23,0
2024-07-03T00:45:00,0.0,0.0,0.0,0.0,0
2024-07-03T00:50:00,0.0,0.0,6.5,0.0,0
2024-07-03T00:55:00,0.0,0.0,0.0,0.0,0
2024-07-03T01:00:00,0.0,0.0,0.0,0.0,0
2024-07-03T01:05:00,0.0,0.0,0.0,0.0,0
2024-07-03T01:10:00,0.0,0.0,3.8,0.0,0
2024-07-03T01:15:00,0.0,0.0,0.0,0.0,0
2024-07-03T01:20:00,80.35,0.2,16.3,13.12,0
2024-07-03T01:25:00,0.0,0.0,5.2,0.0,0
2024-07-03T01:30:00,80.58,0.17,14.0,13.15,0
2024-07-03T01:35:00,80.55,0.16,13.1,13.29,0
2024-07-03T01:40:00,0.0,0.0,2.3,0.0,0
2024-07-03T01:45:00,0.0,0.0,0.0,0.0,0
2024-07-03T01:50:00,0.0,0.0,1.3,0.0,0
2024-07-03T01:55:00,0.0,0.0,0.0,0.0,0
2024-07-03T02:00:00,0.0,0.0,0.0,0.0,0
2024-07-03T02:05:00,80.7,0.21,16.6,13.21,0
2024-07-03T02:10:00,0.0,0.0,0.0,0.0,0
2024-07-03T02:15:00,80.97,0.33,26.6,13.24,1
2024-07-03T02:20:00,0.0,0.0,0.0,0.0,0
2024-07-03T02:25:00,80.16,0.25,20.3,13.14,1
2024-07-03T02:30:00,0.0,0.0,5.8,0.0,0
2024-07-03T02:35:00,0.0,0.0,5.8,0.0,0
2024-07-03T02:40:00,0.0,0.0,2.9,0.0,0
2024-07-03T02:45:00,79.65,0.13,10.3,13.18,0
2024-07-03T02:50:00,0.0,0.0,0.0,0.0,0
2024-07-03T02:55:00,79.88,0.26,20.8,13.17,1
2024-07-03T03:00:00,80.48,0.21,16.7,13.16,0
2024-07-03T03:05:00,0.0,0.0,0.0,0.0,0
2024-07-03T03:10:00,0.0,0.0,0.0,0.0,0
2024-07-03T03:15:00,80.35,0.35,28.4,13.24,1
2024-07-03T03:20:00,0.0,0.0,0.0,0.0,0
2024-07-03T03:25:00,81.24,0.41,33.4,13.26,1
2024-07-03T03:30:00,79.9,0.22,17.3,13.17,0
2024-07-03T03:35:00,0.0,0.0,0.0,0.0,0
2024-07-03T03:40:00,0.0,0.0,0.0,0.0,0
2024-07-03T03:45:00,0.0,0.0,1.7,0.0,0
2024-07-03T03:50:00,0.0,0.0,0.0,0.0,0
2024-07-03T03:55:00,0.0,0.0,0.0,0.0,0
2024-07-03T04:00:00,0.0,0.0,0.0,0.0,0
2024-07-03T04:05:00,0.0,0.0,0.0,0.0,0
2024-07-03T04:10:00,0.0,0.0,0.0,0.0,0
2024-07-03T04:15:00,0.0,0.0,0.0,0.0,0
2024-07-03T04:20:00,0.0,0.0,0.0,0.0,0
2024-07-03T04:25:00,0.0,0.0,0.0,0.0,0
2024-07-03T04:30:00,0.0,0.0,0.0,0.0,0
2024-07-03T04:35:00,0.0,0.0,0.0,0.0,0
2024-07-03T04:40:00,0.0,0.0,5.3,0.0,0
2024-07-03T04:45:00,81.42,0.45,36.3,13.28,1
2024-07-03T04:50:00,80.07,0.56,44.9,13.2,1
2024-07-03T04:55:00,0.0,0.0,2.0,0.0,0
2024-07-03T05:00:00,80.24,0.34,27.5,13.25,1
2024-07-03T05:05:00,0.0,0.0,0.0,0.0,0
2024-07-03T05:10:00,0.0,0.0,0.0,0.0,0
2024-07-03T05:15:00,0.0,0.0,0.0,0.0,0
2024-07-03T05:20:00,0.0,0.0,0.0,0.0,0
2024-07-03T05:25:00,80.38,0.13,10.3,13.31,0
2024-07-03T05:30:00,0.0,0.0,0.0,0.0,0
2024-07-03T05:35:00,0.0,0.0,8.3,0.0,0
2024-07-03T05:40:00,80.4,0.28,22.3,13.12,1
2024-07-03T05:45:00,0.0,0.0,2.9,0.0,0
2024-07-03T05:50:00,0.0,0.0,0.0,0.0,0
2024-07-03T05:55:00,0.0,0.0,9.4,0.0,0
2024-07-03T06:00:00,82.32,2.65,218.0,13.21,1
2024-07-03T06:05:00,82.92,3.32,275.4,13.3,1
2024-07-03T06:10:00,83.13,3.64,302.3,13.3,1
2024-07-03T06:15:00,84.01,4.0,336.0,13.35,1
2024-07-03T06:20:00,83.85,5.21,436.9,13.41,1
2024-07-03T06:25:00,84.78,5.57,472.1,13.33,1
2024-07-03T06:30:00,85.05,6.47,550.4,13.39,1
2024-07-03T06:35:00,85.9,7.05,605.2,13.29,1
2024-07-03T06:40:00,85.29,7.81,665.8,13.4,1
2024-07-03T06:45:00,86.67,8.26,716.2,13.38,1
2024-07-03T06:50:00,87.19,9.07,791.2,13.41,1
2024-07-03T06:55:00,87.85,9.68,850.3,13.44,1
2024-07-03T07:00:00,87.77,10.44,916.5,13.5,1
2024-07-03T07:05:00,89.65,11.02,988.2,13.48,1
2024-07-03T07:10:00,89.14,11.54,1028.7,13.53,1
2024-07-03T07:15:00,89.18,12.16,1084.3,13.47,1
2024-07-03T07:20:00,90.91,12.7,1154.7,13.53,1
2024-07-03T07:25:00,92.0,13.33,1226.3,13.5,1
2024-07-03T07:30:00,92.9,13.85,1286.3,13.61,1
2024-07-03T07:35:00,92.87,14.51,1347.1,13.59,1
2024-07-03T07:40:00,93.91,14.99,1407.7,13.53,1
2024-07-03T07:45:00,93.54,15.65,1464.2,13.58,1
2024-07-03T07:50:00,94.46,16.4,1549.3,13.59,1
2024-07-03T07:55:00,95.79,16.99,1627.6,13.61,1
2024-07-03T08:00:00,95.4,17.54,1673.2,13.65,1
2024-07-03T08:05:00,96.82,18.14,1756.7,13.66,1
2024-07-03T08:10:00,96.84,18.57,1797.9,13.75,1
2024-07-03T08:15:00,97.18,19.21,1866.7,13.73,1
2024-07-03T08:20:00,98.93,19.53,1932.0,13.73,1
2024-07-03T08:25:00,98.5,20.15,1984.5,13.74,1
2024-07-03T08:30:00,99.47,20.56,2045.6,13.76,1
2024-07-03T08:35:00,100.69,21.12,2126.5,13.77,1
2024-07-03T08:40:00,100.69,21.64,2179.3,13.91,1
2024-07-03T08:45:00,101.13,22.35,2259.9,13.82,1
2024-07-03T08:50:00,102.02,22.68,2314.2,13.85,1
2024-07-03T08:55:00,102.42,22.9,2345.0,13.85,1
2024-07-03T09:00:00,103.26,23.59,2436.1,13.85,1
2024-07-03T09:05:00,103.31,23.8,2459.4,13.91,1
2024-07-03T09:10:00,103.59,24.37,2524.1,13.96,1
2024-07-03T09:15:00,105.15,24.64,2590.8,13.89,1
2024-07-03T09:20:00,105.51,25.24,2663.0,13.91,1
2024-07-03T09:25:00,105.84,25.45,2693.5,13.97,1
2024-07-03T09:30:00,106.43,26.01,2768.2,13.95,1
2024-07-03T09:35:00,106.68,26.53,2830.8,14.01,1
2024-07-03T09:40:00,107.05,26.83,2872.7,14.04,1
2024-07-03T09:45:00,108.03,26.92,2908.6,13.98,1
2024-07-03T09:50:00,107.6,27.57,2966.0,14.1,1
2024-07-03T09:55:00,108.83,27.68,3012.0,14.04,1
2024-07-03T10:00:00,109.4,28.23,3088.1,14.16,1
2024-07-03T10:05:00,110.57,28.3,3129.4,14.14,1
2024-07-03T10:10:00,110.33,28.55,3149.6,14.05,1
2024-07-03T10:15:00,110.11,29.34,3230.6,14.15,1
2024-07-03T10:20:00,109.94,29.62,3256.0,14.13,1
2024-07-03T10:25:00,111.03,29.6,3286.9,14.16,1
2024-07-03T10:30:00,111.33,29.88,3326.8,14.13,1
2024-07-03T10:35:00,112.35,29.75,3342.6,14.24,1
2024-07-03T10:40:00,111.94,30.14,3373.5,14.16,1
2024-07-03T10:45:00,112.72,30.19,3403.6,14.18,1
2024-07-03T10:50:00,113.46,30.61,3472.5,14.19,1
2024-07-03T10:55:00,113.94,30.58,3484.6,14.21,1
2024-07-03T11:00:00,113.4,31.06,3522.4,14.21,1
2024-07-03T11:05:00,114.19,31.1,3551.9,14.2,1
2024-07-03T11:10:00,113.49,31.64,3590.5,14.29,1
2024-07-03T11:15:00,114.55,31.41,3597.6,14.24,1
2024-07-03T11:20:00,114.59,31.72,3634.2,14.16,1
2024-07-03T11:25:00,115.14,31.85,3667.6,14.26,1
2024-07-03T11:30:00,115.33,32.07,3698.5,14.24,1
2024-07-03T11:35:00,116.22,31.96,3714.6,14.28,1
2024-07-03T11:40:00,115.84,31.94,3700.4,14.23,1
2024-07-03T11:45:00,114.79,32.65,3747.9,14.26,1
2024-07-03T11:50:00,116.4,32.22,3750.4,14.24,1
2024-07-03T11:55:00,116.41,32.27,3756.9,14.23,1
2024-07-03T12:00:00,91.09,12.59,1146.9,13.56,1
2024-07-03T12:05:00,91.12,12.86,1171.6,13.65,1
2024-07-03T12:10:00,90.36,12.56,1134.7,13.45,1
2024-07-03T12:15:00,91.45,12.73,1164.2,13.55,1
2024-07-03T12:20:00,91.38,12.92,1180.7,13.5,1
2024-07-03T12:25:00,91.12,12.86,1171.5,13.63,1
2024-07-03T12:30:00,91.23,12.69,1157.3,13.55,1
2024-07-03T12:35:00,91.74,12.49,1146.1,13.5,1
2024-07-03T12:40:00,91.16,12.69,1156.4,13.52,1
2024-07-03T12:45:00,90.8,12.84,1165.5,13.56,1
2024-07-03T12:50:00,91.62,12.38,1134.5,13.55,1
2024-07-03T12:55:00,115.81,32.7,3787.1,14.19,1
2024-07-03T13:00:00,115.9,32.41,3755.8,14.22,1
2024-07-03T13:05:00,115.8,32.41,3753.3,14.23,1
2024-07-03T13:10:00,116.25,32.45,3772.5,14.26,1
2024-07-03T13:15:00,115.54,32.27,3729.0,14.28,1
2024-07-03T13:20:00,114.69,32.13,3684.8,14.22,1
2024-07-03T13:25:00,116.14,32.16,3735.1,14.26,1
2024-07-03T13:30:00,115.55,31.72,3664.7,14.22,1
2024-07-03T13:35:00,115.03,31.61,3636.0,14.28,1
2024-07-03T13:40:00,115.17,31.7,3650.5,14.22,1
2024-07-03T13:45:00,115.15,31.38,3613.3,14.18,1
2024-07-03T13:50:00,114.32,31.36,3585.5,14.16,1
2024-07-03T13:55:00,114.75,30.76,3530.0,14.25,1
2024-07-03T14:00:00,113.22,31.1,3521.6,14.25,1
2024-07-03T14:05:00,113.01,30.89,3491.3,14.2,1
2024-07-03T14:10:00,112.81,30.72,3465.7,14.11,1
2024-07-03T14:15:00,111.88,30.41,3402.5,14.11,1
2024-07-03T14:20:00,112.61,30.14,3394.5,14.18,1
2024-07-03T14:25:00,111.72,30.06,3358.5,14.28,1
2024-07-03T14:30:00,110.69,30.02,3322.4,14.12,1
2024-07-03T14:35:00,111.56,29.54,3295.2,14.12,1
2024-07-03T14:40:00,110.7,29.15,3227.0,14.1,1
2024-07-03T14:45:00,110.4,28.95,3196.0,14.15,1
2024-07-03T14:50:00,109.99,28.71,3157.7,14.15,1
2024-07-03T14:55:00,109.7,28.29,3102.8,14.12,1
2024-07-03T15:00:00,108.47,28.3,3070.1,14.11,1
2024-07-03T15:05:00,109.08,27.52,3002.2,14.02,1
2024-07-03T15:10:00,107.16,27.57,2954.0,14.08,1
2024-07-03T15:15:00,107.39,27.07,2906.6,14.05,1
2024-07-03T15:20:00,107.55,26.55,2855.3,14.06,1
2024-07-03T15:25:00,106.6,26.32,2806.0,13.99,1
2024-07-03T15:30:00,106.26,26.06,2769.4,14.0,1
2024-07-03T15:35:00,106.17,25.51,2708.3,13.95,1
2024-07-03T15:40:00,105.95,24.99,2648.1,13.96,1
2024-07-03T15:45:00,104.85,24.59,2578.0,14.04,1
2024-07-03T15:50:00,103.89,24.35,2530.2,13.88,1
2024-07-03T15:55:00,104.24,23.99,2501.3,13.96,1
2024-07-03T16:00:00,102.36,23.85,2441.4,13.82,1
2024-07-03T16:05:00,103.54,22.9,2371.3,13.88,1
2024-07-03T16:10:00,101.19,22.39,2265.2,13.79,1
2024-07-03T16:15:00,102.05,21.86,2230.6,13.91,1
2024-07-03T16:20:00,100.21,21.87,2191.1,13.86,1
2024-07-03T16:25:00,98.99,21.3,2108.3,13.85,1
2024-07-03T16:30:00,99.88,20.54,2051.1,13.74,1
2024-07-03T16:35:00,98.49,20.19,1988.8,13.72,1
2024-07-03T16:40:00,98.7,19.39,1913.5,13.72,1
2024-07-03T16:45:00,97.53,19.01,1853.8,13.73,1
2024-07-03T16:50:00,96.94,18.6,1803.0,13.77,1
2024-07-03T16:55:00,96.84,17.91,1734.3,13.82,1
2024-07-03T17:00:00,96.14,17.36,1669.0,13.69,1
2024-07-03T17:05:00,95.91,16.76,1607.3,13.62,1
2024-07-03T17:10:00,94.63,16.39,1551.1,13.66,1
2024-07-03T17:15:00,93.92,15.9,1493.3,13.63,1
2024-07-03T17:20:00,92.89,15.11,1403.5,13.6,1
2024-07-03T17:25:00,92.71,14.37,1332.6,13.58,1
2024-07-03T17:30:00,92.74,14.01,1299.1,13.57,1
2024-07-03T17:35:00,90.7,13.47,1221.9,13.52,1
2024-07-03T17:40:00,91.21,12.76,1163.9,13.49,1
2024-07-03T17:45:00,91.79,11.96,1097.4,13.49,1
2024-07-03T17:50:00,90.01,11.58,1042.4,13.6,1
2024-07-03T17:55:00,88.63,10.87,963.7,13.48,1
2024-07-03T18:00:00,89.22,10.2,909.6,13.44,1
2024-07-03T18:05:00,88.73,9.64,855.7,13.38,1
2024-07-03T18:10:00,87.37,8.84,772.2,13.44,1
2024-07-03T18:15:00,85.8,8.3,712.1,13.34,1
2024-07-03T18:20:00,86.24,7.45,642.8,13.45,1
2024-07-03T18:25:00,85.09,7.16,608.9,13.42,1
2024-07-03T18:30:00,85.89,6.43,552.3,13.33,1
2024-07-03T18:35:00,83.85,5.62,471.5,13.35,1
2024-07-03T18:40:00,83.33,5.05,421.1,13.38,1
2024-07-03T18:45:00,83.7,4.6,385.2,13.29,1
2024-07-03T18:50:00,82.82,3.78,313.3,13.26,1
2024-07-03T18:55:00,82.21,3.14,258.3,13.22,1
2024-07-03T19:00:00,82.24,2.79,229.8,13.28,1
2024-07-03T19:05:00,81.43,2.23,181.4,13.21,1
2024-07-03T19:10:00,81.72,1.37,112.4,13.17,1
2024-07-03T19:15:00,80.83,1.17,94.3,13.21,1
2024-07-03T19:20:00,79.87,0.74,59.1,13.2,1
2024-07-03T19:25:00,0.0,0.0,0.0,0.0,0
2024-07-03T19:30:00,0.0,0.0,0.0,0.0,0
2024-07-03T19:35:00,0.0,0.0,0.0,0.0,0
2024-07-03T19:40:00,0.0,0.0,0.0,0.0,0
2024-07-03T19:45:00,0.0,0.0,0.0,0.0,0
2024-07-03T19:50:00,80.71,0.22,17.7,13.23,0
2024-07-03T19:55:00,0.0,0.0,0.0,0.0,0
2024-07-03T20:00:00,80.1,0.22,17.4,13.26,0
2024-07-03T20:05:00,0.0,0.0,0.0,0.0,0
2024-07-03T20:10:00,0.0,0.0,3.1,0.0,0
2024-07-03T20:15:00,0.0,0.0,0.0,0.0,0
2024-07-03T20:20:00,0.0,0.0,0.0,0.0,0
2024-07-03T20:25:00,80.21,0.14,11.4,13.22,0
2024-07-03T20:30:00,79.8,0.13,10.1,13.18,0
2024-07-03T20:35:00,0.0,0.0,0.0,0.0,0
2024-07-03T20:40:00,80.48,0.15,12.2,13.07,0
2024-07-03T20:45:00,79.23,0.14,11.1,13.24,0
2024-07-03T20:50:00,0.0,0.0,3.5,0.0,0
2024-07-03T20:55:00,80.33,0.22,18.0,13.19,0
2024-07-03T21:00:00,0.0,0.0,0.0,0.0,0
2024-07-03T21:05:00,0.0,0.0,7.7,0.0,0
2024-07-03T21:10:00,79.21,0.17,13.4,13.15,0
2024-07-03T21:15:00,0.0,0.0,0.0,0.0,0
2024-07-03T21:20:00,0.0,0.0,0.0,0.0,0
2024-07-03T21:25:00,0.0,0.0,0.0,0.0,0
2024-07-03T21:30:00,0.0,0.0,0.0,0.0,0
2024-07-03T21:35:00,79.96,0.41,33.1,13.17,1
2024-07-03T21:40:00,79.68,0.36,28.5,13.19,1
2024-07-03T21:45:00,0.0,0.0,6.9,0.0,0
2024-07-03T21:50:00,80.15,0.27,21.3,13.16,1
2024-07-03T21:55:00,0.0,0.0,4.1,0.0,0
2024-07-03T22:00:00,0.0,0.0,3.8,0.0,0
2024-07-03T22:05:00,79.41,0.14,11.2,13.18,0
2024-07-03T22:10:00,0.0,0.0,0.0,0.0,0
2024-07-03T22:15:00,0.0,0.0,1.2,0.0,0
2024-07-03T22:20:00,80.72,0.18,14.9,13.32,0
2024-07-03T22:25:00,0.0,0.0,0.0,0.0,0
2024-07-03T22:30:00,80.53,0.16,12.7,13.28,0
2024-07-03T22:35:00,0.0,0.0,5.3,0.0,0
2024-07-03T22:40:00,81.05,0.14,11.2,13.25,0
2024-07-03T22:45:00,0.0,0.0,0.0,0.0,0
2024-07-03T22:50:00,0.0,0.0,0.0,0.0,0
2024-07-03T22:55:00,0.0,0.0,3.8,0.0,0
2024-07-03T23:00:00,0.0,0.0,0.0,0.0,0
2024-07-03T23:05:00,0.0,0.0,0.0,0.0,0
2024-07-03T23:10:00,0.0,0.0,0.0,0.0,0
2024-07-03T23:15:00,0.0,0.0,0.0,0.0,0
2024-07-03T23:20:00,0.0,0.0,0.0,0.0,0
2024-07-03T23:25:00,0.0,0.0,2.5,0.0,0
2024-07-03T23:30:00,0.0,0.0,0.0,0.0,0
2024-07-03T23:35:00,0.0,0.0,0.0,0.0,0
2024-07-03T23:40:00,0.0,0.0,0.0,0.0,0
2024-07-03T23:45:00,0.0,0.0,0.0,0.0,0
2024-07-03T23:50:00,0.0,0.0,8.0,0.0,0
2024-07-03T23:55:00,0.0,0.0,0.0,0.0,0
2024-07-04T00:00:00,79.49,0.27,21.8,13.26,1
2024-07-04T00:05:00,0.0,0.0,0.0,0.0,0
2024-07-04T00:10:00,0.0,0.0,0.0,0.0,0
2024-07-04T00:15:00,0.0,0.0,0.0,0.0,0
2024-07-04T00:20:00,0.0,0.0,0.0,0.0,0
2024-07-04T00:25:00,0.0,0.0,0.0,0.0,0
2024-07-04T00:30:00,0.0,0.0,0.0,0.0,0
2024-07-04T00:35:00,0.0,0.0,0.0,0.0,0
2024-07-04T00:40:00,0.0,0.0,2.3,0.0,0
2024-07-04T00:45:00,0.0,0.0,0.0,0.0,0
2024-07-04T00:50:00,0.0,0.0,0.0,0.0,0
2024-07-04T00:55:00,0.0,0.0,5.1,0.0,0
2024-07-04T01:00:00,0.0,0.0,9.5,0.0,0
2024-07-04T01:05:00,0.0,0.0,0.0,0.0,0
2024-07-04T01:10:00,0.0,0.0,2.8,0.0,0
2024-07-04T01:15:00,0.0,0.0,0.0,0.0,0
2024-07-04T01:20:00,0.0,0.0,0.0,0.0,0
2024-07-04T01:25:00,0.0,0.0,0.2,0.0,0
2024-07-04T01:30:00,0.0,0.0,0.8,0.0,0
2024-07-04T01:35:00,0.0,0.0,0.0,0.0,0
