timestamp,ac_output_voltage,ac_output_frequency,ac_output_active_power,ac_output_apparent_power,ac_output_load,is_load_on
2024-07-01T10:03:00,219.0,50.0,1289.9,1354.4,16.1,1
2024-07-01T10:03:03,219.5,50.0,1298.9,1363.8,16.2,1
2024-07-01T10:03:06,217.4,49.96,1259.2,1322.1,15.7,1
2024-07-01T10:03:09,220.3,50.02,1160.5,1218.5,14.5,1
2024-07-01T10:03:12,219.0,50.06,1334.6,1401.3,16.7,1
2024-07-01T10:03:15,221.5,50.02,1168.2,1226.6,14.6,1
2024-07-01T10:03:18,220.9,50.0,1293.9,1358.6,16.2,1
2024-07-01T10:03:21,220.5,50.0,1202.9,1263.0,15.0,1
2024-07-01T10:03:24,220.0,49.99,1258.6,1321.6,15.7,1
2024-07-01T10:03:27,220.3,49.98,1216.7,1277.6,15.2,1
2024-07-01T10:03:30,218.0,49.98,1236.3,1298.1,15.5,1
2024-07-01T10:03:33,222.1,49.96,1257.2,1320.0,15.7,1
2024-07-01T10:03:36,217.9,50.01,1319.7,1385.6,16.5,1
2024-07-01T10:03:39,221.7,50.0,1267.2,1330.6,15.8,1
2024-07-01T10:03:42,218.1,50.03,1280.9,1345.0,16.0,1
2024-07-01T10:03:45,221.3,49.99,1266.3,1329.6,15.8,1
2024-07-01T10:03:48,220.9,50.0,1252.6,1315.2,15.7,1
2024-07-01T10:03:51,219.5,49.97,1222.3,1283.4,15.3,1
2024-07-01T10:03:54,222.7,49.97,1223.0,1284.1,15.3,1
2024-07-01T10:03:57,218.8,50.01,1249.2,1311.6,15.6,1
2024-07-01T10:04:00,218.8,50.0,1374.5,1443.2,17.2,1
2024-07-01T10:04:03,218.1,50.01,1260.2,1323.3,15.8,1
2024-07-01T10:04:06,222.8,49.99,1281.5,1345.6,16.0,1
2024-07-01T10:04:09,222.1,50.0,1214.5,1275.2,15.2,1
2024-07-01T10:04:12,218.8,49.98,1250.2,1312.7,15.6,1
2024-07-01T10:04:15,218.1,50.02,1321.7,1387.8,16.5,1
2024-07-01T10:04:18,219.0,50.0,1239.8,1301.8,15.5,1
2024-07-01T10:04:21,219.4,50.02,1215.5,1276.2,15.2,1
2024-07-01T10:04:24,220.1,50.0,1248.4,1310.8,15.6,1
2024-07-01T10:04:27,219.0,50.02,1243.9,1306.1,15.5,1
2024-07-01T10:04:30,218.2,50.02,1274.4,1338.1,15.9,1
2024-07-01T10:04:33,219.0,49.98,1247.6,1310.0,15.6,1
2024-07-01T10:04:36,221.7,50.01,1250.5,1313.0,15.6,1
2024-07-01T10:04:39,219.2,50.01,1269.1,1332.6,15.9,1
2024-07-01T10:04:42,221.1,50.01,1203.1,1263.3,15.0,1
2024-07-01T10:04:45,220.6,49.97,1226.6,1287.9,15.3,1
2024-07-01T10:04:48,219.3,50.03,1247.2,1309.5,15.6,1
2024-07-01T10:04:51,220.8,50.02,1231.3,1292.9,15.4,1
2024-07-01T10:04:54,219.0,50.01,1293.0,1357.6,16.2,1
2024-07-01T10:04:57,219.3,50.0,1319.2,1385.1,16.5,1
2024-07-01T10:05:00,218.0,49.99,1221.4,1282.5,15.3,1
2024-07-01T10:05:03,219.8,50.02,1231.4,1293.0,15.4,1
2024-07-01T10:05:06,220.7,50.01,1153.0,1210.7,14.4,1
2024-07-01T10:05:09,221.5,49.99,1171.8,1230.4,14.6,1
2024-07-01T10:05:12,219.2,49.98,1222.2,1283.3,15.3,1
2024-07-01T10:05:15,220.7,50.01,1241.9,1304.0,15.5,1
2024-07-01T10:05:18,222.2,49.99,1265.3,1328.6,15.8,1
2024-07-01T10:05:21,220.2,50.02,1319.3,1385.3,16.5,1
2024-07-01T10:05:24,222.2,50.0,1276.9,1340.7,16.0,1
2024-07-01T10:05:27,219.4,50.01,1220.8,1281.9,15.3,1
2024-07-01T10:05:30,218.9,50.0,1330.9,1397.5,16.6,1
2024-07-01T10:05:33,219.6,49.98,1236.3,1298.1,15.5,1
2024-07-01T10:05:36,220.6,50.02,1299.0,1363.9,16.2,1
2024-07-01T10:05:39,220.7,50.01,1253.4,1316.1,15.7,1
2024-07-01T10:05:42,218.8,49.96,1257.7,1320.6,15.7,1
2024-07-01T10:05:45,221.3,50.02,1177.2,1236.1,14.7,1
2024-07-01T10:05:48,219.1,50.01,1274.2,1337.9,15.9,1
2024-07-01T10:05:51,218.2,50.01,1280.9,1344.9,16.0,1
2024-07-01T10:05:54,219.7,50.04,1182.2,1241.3,14.8,1
2024-07-01T10:05:57,218.4,50.0,1215.5,1276.3,15.2,1
2024-07-01T10:06:00,223.1,50.02,1265.3,1328.6,15.8,1
2024-07-01T10:06:03,221.7,49.99,1246.3,1308.6,15.6,1
2024-07-01T10:06:06,220.9,50.02,1223.3,1284.5,15.3,1
2024-07-01T10:06:09,219.6,49.98,1290.9,1355.4,16.1,1
2024-07-01T10:06:12,219.6,50.0,1331.0,1397.6,16.6,1
2024-07-01T10:06:15,222.8,50.01,1227.1,1288.5,15.3,1
2024-07-01T10:06:18,215.9,49.98,1245.4,1307.7,15.6,1
2024-07-01T10:06:21,220.1,50.02,1346.2,1413.5,16.8,1
2024-07-01T10:06:24,220.0,50.02,1317.4,1383.3,16.5,1
2024-07-01T10:06:27,222.1,50.02,1222.8,1284.0,15.3,1
2024-07-01T10:06:30,217.9,49.99,1311.5,1377.1,16.4,1
2024-07-01T10:06:33,221.1,49.99,1271.5,1335.0,15.9,1
2024-07-01T10:06:36,216.8,50.0,1328.8,1395.3,16.6,1
2024-07-01T10:06:39,218.3,50.03,1244.6,1306.8,15.6,1
2024-07-01T10:06:42,220.2,49.99,1266.0,1329.3,15.8,1
2024-07-01T10:06:45,218.9,49.99,1233.0,1294.7,15.4,1
2024-07-01T10:06:48,220.5,50.02,1249.5,1312.0,15.6,1
2024-07-01T10:06:51,219.0,49.99,1300.2,1365.2,16.3,1
2024-07-01T10:06:54,219.8,49.97,1320.0,1386.0,16.5,1
2024-07-01T10:06:57,219.6,49.99,1197.7,1257.5,15.0,1
2024-07-01T10:07:00,220.5,49.99,1231.8,1293.4,15.4,1
2024-07-01T10:07:03,217.8,49.98,1303.4,1368.6,16.3,1
2024-07-01T10:07:06,220.1,49.99,1297.2,1362.0,16.2,1
2024-07-01T10:07:09,221.0,49.99,1279.9,1343.9,16.0,1
2024-07-01T10:07:12,221.5,50.01,1275.7,1339.4,15.9,1
2024-07-01T10:07:15,219.7,49.98,1180.8,1239.8,14.8,1
2024-07-01T10:07:18,218.2,50.02,1238.2,1300.1,15.5,1
2024-07-01T10:07:21,217.1,49.99,1214.5,1275.2,15.2,1
2024-07-01T10:07:24,220.4,49.99,1232.4,1294.0,15.4,1
2024-07-01T10:07:27,217.7,50.0,1264.3,1327.5,15.8,1
2024-07-01T10:07:30,219.1,50.0,1267.9,1331.3,15.8,1
2024-07-01T10:07:33,221.9,50.02,1269.1,1332.6,15.9,1
2024-07-01T10:07:36,220.4,50.01,1286.8,1351.2,16.1,1
2024-07-01T10:07:39,221.3,49.95,1199.4,1259.4,15.0,1
2024-07-01T10:07:42,220.7,50.0,1201.4,1261.5,15.0,1
2024-07-01T10:07:45,221.4,49.98,1224.7,1285.9,15.3,1
2024-07-01T10:07:48,220.6,49.99,1241.7,1303.8,15.5,1
2024-07-01T10:07:51,220.0,50.03,1313.2,1378.8,16.4,1
2024-07-01T10:07:54,219.6,50.01,1237.2,1299.0,15.5,1
2024-07-01T10:07:57,218.6,50.0,1245.6,1307.9,15.6,1
2024-07-01T10:08:00,222.0,49.99,1305.6,1370.9,16.3,1
2024-07-01T10:08:03,219.0,50.01,1194.3,1254.0,14.9,1
2024-07-01T10:08:06,218.7,50.02,1329.9,1396.4,16.6,1
2024-07-01T10:08:09,220.6,50.01,1202.9,1263.0,15.0,1
2024-07-01T10:08:12,218.8,50.0,1194.6,1254.3,14.9,1
2024-07-01T10:08:15,218.7,50.02,1199.2,1259.2,15.0,1
2024-07-01T10:08:18,220.3,50.01,1237.9,1299.8,15.5,1
2024-07-01T10:08:21,222.6,50.03,1243.4,1305.6,15.5,1
2024-07-01T10:08:24,220.2,50.05,1258.1,1321.1,15.7,1
2024-07-01T10:08:27,219.9,50.02,1247.2,1309.6,15.6,1
2024-07-01T10:08:30,216.1,50.02,1256.3,1319.1,15.7,1
2024-07-01T10:08:33,218.9,50.0,1229.0,1290.4,15.4,1
2024-07-01T10:08:36,219.9,50.0,1231.4,1292.9,15.4,1
2024-07-01T10:08:39,217.2,50.02,1239.6,1301.5,15.5,1
2024-07-01T10:08:42,219.9,49.98,1335.9,1402.7,16.7,1
2024-07-01T10:08:45,219.2,50.0,1193.1,1252.7,14.9,1
2024-07-01T10:08:48,221.5,50.03,1229.7,1291.2,15.4,1
2024-07-01T10:08:51,219.7,49.98,1240.0,1302.0,15.5,1
2024-07-01T10:08:54,221.7,50.02,1237.8,1299.7,15.5,1
2024-07-01T10:08:57,222.3,49.96,1263.9,1327.1,15.8,1
2024-07-01T10:09:00,219.6,50.02,1279.3,1343.2,16.0,1
2024-07-01T10:09:03,219.1,50.03,1280.6,1344.6,16.0,1
2024-07-01T10:09:06,221.1,49.98,1297.9,1362.8,16.2,1
2024-07-01T10:09:09,219.8,50.01,1234.7,1296.5,15.4,1
2024-07-01T10:09:12,221.3,49.98,1255.0,1317.7,15.7,1
2024-07-01T10:09:15,219.1,50.03,1207.6,1268.0,15.1,1
2024-07-01T10:09:18,218.0,50.01,1267.5,1330.9,15.8,1
2024-07-01T10:09:21,221.5,49.97,1327.9,1394.3,16.6,1
2024-07-01T10:09:24,222.1,49.99,1293.5,1358.2,16.2,1
2024-07-01T10:09:27,219.5,50.0,1237.8,1299.7,15.5,1
2024-07-01T10:09:30,218.5,50.0,1289.0,1353.4,16.1,1
2024-07-01T10:09:33,219.6,49.96,1242.9,1305.1,15.5,1
2024-07-01T10:09:36,220.8,50.03,1220.6,1281.7,15.3,1
2024-07-01T10:09:39,220.1,50.02,1264.4,1327.6,15.8,1
2024-07-01T10:09:42,222.0,50.0,1267.6,1330.9,15.8,1
2024-07-01T10:09:45,219.4,49.98,1229.7,1291.2,15.4,1
2024-07-01T10:09:48,218.1,50.0,1317.1,1383.0,16.5,1
2024-07-01T10:09:51,219.7,50.0,1145.5,1202.8,14.3,1
2024-07-01T10:09:54,220.9,49.97,1272.7,1336.4,15.9,1
2024-07-01T10:09:57,221.7,50.0,1255.7,1318.5,15.7,1
2024-07-01T10:10:00,220.8,50.02,1278.8,1342.8,16.0,1
2024-07-01T10:10:03,220.8,49.98,1224.3,1285.5,15.3,1
2024-07-01T10:10:06,219.4,49.97,1247.1,1309.4,15.6,1
2024-07-01T10:10:09,218.8,50.05,1271.0,1334.6,15.9,1
2024-07-01T10:10:12,217.3,50.01,1279.8,1343.7,16.0,1
2024-07-01T10:10:15,220.1,49.98,1295.0,1359.7,16.2,1
2024-07-01T10:10:18,219.5,49.96,1240.2,1302.2,15.5,1
2024-07-01T10:10:21,219.3,50.03,1301.3,1366.4,16.3,1
2024-07-01T10:10:24,218.2,50.02,1208.4,1268.8,15.1,1
2024-07-01T10:10:27,218.6,50.03,1214.7,1275.4,15.2,1
2024-07-01T10:10:30,223.4,50.0,1252.0,1314.6,15.6,1
2024-07-01T10:10:33,221.5,49.98,1301.8,1366.9,16.3,1
2024-07-01T10:10:36,221.3,50.01,1128.3,1184.8,14.1,1
2024-07-01T10:10:39,220.4,49.98,1258.3,1321.2,15.7,1
2024-07-01T10:10:42,219.1,50.0,1226.9,1288.2,15.3,1
2024-07-01T10:10:45,219.5,50.01,1228.0,1289.4,15.4,1
2024-07-01T10:10:48,219.3,50.01,1255.9,1318.7,15.7,1
2024-07-01T10:10:51,222.7,49.99,1272.2,1335.8,15.9,1
2024-07-01T10:10:54,220.5,50.0,1304.3,1369.5,16.3,1
2024-07-01T10:10:57,219.0,49.98,1205.7,1266.0,15.1,1
2024-07-01T10:11:00,217.3,49.99,1231.2,1292.7,15.4,1
2024-07-01T10:11:03,222.3,50.02,1190.6,1250.2,14.9,1
2024-07-01T10:11:06,220.7,50.01,1329.2,1395.7,16.6,1
2024-07-01T10:11:09,219.7,50.02,1264.3,1327.5,15.8,1
2024-07-01T10:11:12,219.9,49.99,1272.7,1336.4,15.9,1
2024-07-01T10:11:15,222.4,50.02,1225.1,1286.3,15.3,1
2024-07-01T10:11:18,219.3,49.98,1304.1,1369.3,16.3,1
2024-07-01T10:11:21,215.8,49.96,1283.9,1348.1,16.0,1
2024-07-01T10:11:24,219.4,50.02,1246.2,1308.5,15.6,1
2024-07-01T10:11:27,216.6,50.0,1215.2,1275.9,15.2,1
2024-07-01T10:11:30,217.9,50.02,1258.7,1321.6,15.7,1
2024-07-01T10:11:33,220.8,49.99,1220.4,1281.5,15.3,1
2024-07-01T10:11:36,219.8,49.99,1203.4,1263.6,15.0,1
2024-07-01T10:11:39,221.1,49.98,1252.7,1315.3,15.7,1
2024-07-01T10:11:42,220.7,50.04,1158.3,1216.2,14.5,1
2024-07-01T10:11:45,220.3,50.01,1212.5,1273.1,15.2,1
2024-07-01T10:11:48,220.2,49.98,1245.2,1307.5,15.6,1
2024-07-01T10:11:51,220.7,50.03,1187.5,1246.8,14.8,1
2024-07-01T10:11:54,218.7,50.02,1229.2,1290.7,15.4,1
2024-07-01T10:11:57,219.5,50.03,1227.5,1288.9,15.3,1
2024-07-01T10:12:00,221.0,50.03,1252.8,1315.4,15.7,1
2024-07-01T10:12:03,219.9,50.0,1269.6,1333.1,15.9,1
2024-07-01T10:12:06,218.1,49.99,1172.3,1230.9,14.7,1
2024-07-01T10:12:09,221.0,49.99,1259.0,1321.9,15.7,1
2024-07-01T10:12:12,219.5,49.99,1284.8,1349.0,16.1,1
2024-07-01T10:12:15,222.1,50.04,1258.9,1321.8,15.7,1
2024-07-01T10:12:18,216.9,50.0,1262.1,1325.2,15.8,1
2024-07-01T10:12:21,219.7,50.01,1297.3,1362.1,16.2,1
2024-07-01T10:12:24,218.1,49.97,1215.2,1276.0,15.2,1
2024-07-01T10:12:27,220.1,49.96,1325.1,1391.3,16.6,1
2024-07-01T10:12:30,220.9,50.0,1228.0,1289.4,15.4,1
2024-07-01T10:12:33,217.5,50.03,1271.3,1334.9,15.9,1
2024-07-01T10:12:36,221.6,49.97,1318.6,1384.6,16.5,1
2024-07-01T10:12:39,217.8,50.02,1222.2,1283.3,15.3,1
2024-07-01T10:12:42,216.9,49.98,1233.5,1295.2,15.4,1
2024-07-01T10:12:45,220.4,50.01,1277.9,1341.8,16.0,1
2024-07-01T10:12:48,220.9,49.99,1204.6,1264.8,15.1,1
2024-07-01T10:12:51,219.1,50.0,1249.0,1311.5,15.6,1
2024-07-01T10:12:54,221.1,50.01,1179.5,1238.5,14.7,1
2024-07-01T10:12:57,218.6,49.96,1267.3,1330.7,15.8,1
2024-07-01T10:13:00,220.3,49.99,1243.1,1305.2,15.5,1
2024-07-01T10:13:03,218.6,49.98,1337.2,1404.0,16.7,1
2024-07-01T10:13:06,218.1,50.0,1255.3,1318.1,15.7,1
2024-07-01T10:13:09,220.9,49.99,1240.4,1302.4,15.5,1
2024-07-01T10:13:12,219.8,50.0,1293.1,1357.8,16.2,1
2024-07-01T10:13:15,220.0,49.95,1214.8,1275.5,15.2,1
2024-07-01T10:13:18,220.1,49.99,1268.1,1331.5,15.9,1
2024-07-01T10:13:21,220.3,50.02,1208.6,1269.1,15.1,1
2024-07-01T10:13:24,220.7,50.05,1248.7,1311.2,15.6,1
2024-07-01T10:13:27,219.6,49.97,1270.1,1333.6,15.9,1
2024-07-01T10:13:30,221.6,50.01,1294.7,1359.4,16.2,1
2024-07-01T10:13:33,219.5,49.99,1258.1,1321.0,15.7,1
2024-07-01T10:13:36,220.2,49.99,1262.7,1325.8,15.8,1
2024-07-01T10:13:39,220.7,49.99,1300.7,1365.7,16.3,1
2024-07-01T10:13:42,218.6,50.01,1196.2,1256.0,15.0,1
2024-07-01T10:13:45,221.5,50.02,1230.8,1292.3,15.4,1
2024-07-01T10:13:48,221.1,50.03,1231.3,1292.9,15.4,1
2024-07-01T10:13:51,222.2,50.03,1279.2,1343.2,16.0,1
2024-07-01T10:13:54,220.1,50.01,1241.2,1303.3,15.5,1
2024-07-01T10:13:57,219.1,49.98,1205.4,1265.7,15.1,1
2024-07-01T10:14:00,219.8,49.98,1228.2,1289.6,15.4,1
2024-07-01T10:14:03,217.8,49.96,1231.3,1292.9,15.4,1
2024-07-01T10:14:06,221.4,49.99,1288.2,1352.6,16.1,1
2024-07-01T10:14:09,218.3,50.03,1255.1,1317.9,15.7,1
2024-07-01T10:14:12,219.9,50.01,1253.9,1316.6,15.7,1
2024-07-01T10:14:15,221.6,50.04,1197.2,1257.1,15.0,1
2024-07-01T10:14:18,221.1,50.0,1117.9,1173.7,14.0,1
2024-07-01T10:14:21,220.0,50.03,1307.4,1372.8,16.3,1
2024-07-01T10:14:24,221.9,49.98,1273.3,1337.0,15.9,1
2024-07-01T10:14:27,219.2,49.99,1290.0,1354.5,16.1,1
2024-07-01T10:14:30,221.5,50.03,1250.0,1312.5,15.6,1
2024-07-01T10:14:33,218.6,49.99,1310.6,1376.1,16.4,1
2024-07-01T10:14:36,220.4,50.01,1275.1,1338.8,15.9,1
2024-07-01T10:14:39,221.4,50.02,1207.1,1267.4,15.1,1
2024-07-01T10:14:42,220.8,49.95,1264.6,1327.8,15.8,1
2024-07-01T10:14:45,220.1,49.99,1276.8,1340.6,16.0,1
2024-07-01T10:14:48,221.7,50.01,1286.4,1350.7,16.1,1
2024-07-01T10:14:51,219.7,49.99,1180.3,1239.3,14.8,1
2024-07-01T10:14:54,220.0,49.99,1241.2,1303.3,15.5,1
2024-07-01T10:14:57,219.2,49.98,1304.9,1370.2,16.3,1
2024-07-01T10:15:00,217.8,49.99,1218.5,1279.4,15.2,1
2024-07-01T10:15:03,220.9,50.01,1289.6,1354.1,16.1,1
2024-07-01T10:15:06,220.3,49.99,1142.2,1199.3,14.3,1
2024-07-01T10:15:09,221.5,50.0,1264.0,1327.2,15.8,1
2024-07-01T10:15:12,219.7,50.0,1294.6,1359.3,16.2,1
2024-07-01T10:15:15,220.1,50.02,1233.0,1294.6,15.4,1
2024-07-01T10:15:18,217.9,50.03,1233.3,1294.9,15.4,1
2024-07-01T10:15:21,219.7,50.02,1232.8,1294.5,15.4,1
2024-07-01T10:15:24,220.6,49.95,1204.6,1264.8,15.1,1
2024-07-01T10:15:27,221.0,49.98,1236.6,1298.4,15.5,1
2024-07-01T10:15:30,221.1,49.98,1328.4,1394.8,16.6,1
2024-07-01T10:15:33,219.8,50.01,1277.1,1341.0,16.0,1
2024-07-01T10:15:36,217.6,49.99,1211.1,1271.7,15.1,1
2024-07-01T10:15:39,219.8,49.98,1341.6,1408.6,16.8,1
2024-07-01T10:15:42,221.2,50.0,1204.7,1264.9,15.1,1
2024-07-01T10:15:45,219.3,50.02,1286.9,1351.3,16.1,1
2024-07-01T10:15:48,220.0,49.99,1200.8,1260.9,15.0,1
2024-07-01T10:15:51,220.4,50.0,1210.2,1270.7,15.1,1
2024-07-01T10:15:54,221.2,50.0,1266.6,1330.0,15.8,1
2024-07-01T10:15:57,217.3,49.99,1287.6,1352.0,16.1,1
2024-07-01T10:16:00,220.8,50.01,1287.1,1351.5,16.1,1
2024-07-01T10:16:03,220.3,50.04,1313.5,1379.2,16.4,1
2024-07-01T10:16:06,220.1,50.02,1214.4,1275.1,15.2,1
2024-07-01T10:16:09,220.1,49.99,1210.9,1271.5,15.1,1
2024-07-01T10:16:12,217.2,49.99,1248.0,1310.4,15.6,1
2024-07-01T10:16:15,220.9,49.98,1257.4,1320.2,15.7,1
2024-07-01T10:16:18,219.9,50.01,1268.6,1332.0,15.9,1
2024-07-01T10:16:21,219.8,49.99,1227.5,1288.9,15.3,1
2024-07-01T10:16:24,217.1,49.99,1244.2,1306.4,15.6,1
2024-07-01T10:16:27,219.9,49.99,1256.5,1319.4,15.7,1
2024-07-01T10:16:30,218.8,50.01,1315.9,1381.7,16.4,1
2024-07-01T10:16:33,217.2,50.0,1281.0,1345.0,16.0,1
2024-07-01T10:16:36,222.6,50.01,1216.1,1276.9,15.2,1
2024-07-01T10:16:39,221.3,50.03,1270.3,1333.9,15.9,1
2024-07-01T10:16:42,219.1,49.97,1224.0,1285.2,15.3,1
2024-07-01T10:16:45,221.1,49.99,1197.7,1257.5,15.0,1
2024-07-01T10:16:48,220.1,50.02,1216.2,1277.0,15.2,1
2024-07-01T10:16:51,219.7,49.99,1226.4,1287.8,15.3,1
2024-07-01T10:16:54,222.4,50.01,1277.0,1340.9,16.0,1
2024-07-01T10:16:57,219.8,50.03,1177.6,1236.5,14.7,1
2024-07-01T10:17:00,221.8,50.01,1265.8,1329.1,15.8,1
2024-07-01T10:17:03,219.2,50.01,1266.6,1329.9,15.8,1
2024-07-01T10:17:06,220.9,49.96,1219.5,1280.5,15.2,1
2024-07-01T10:17:09,218.8,50.01,1255.2,1317.9,15.7,1
2024-07-01T10:17:12,218.1,50.02,1241.8,1303.9,15.5,1
2024-07-01T10:17:15,216.7,49.99,1212.4,1273.0,15.2,1
2024-07-01T10:17:18,219.2,50.01,1229.6,1291.1,15.4,1
2024-07-01T10:17:21,219.9,50.03,1302.5,1367.6,16.3,1
2024-07-01T10:17:24,220.6,50.01,1252.7,1315.3,15.7,1
2024-07-01T10:17:27,221.5,50.02,1261.1,1324.1,15.8,1
2024-07-01T10:17:30,218.9,49.96,1250.4,1312.9,15.6,1
2024-07-01T10:17:33,219.9,50.01,1261.4,1324.5,15.8,1
2024-07-01T10:17:36,223.2,50.01,1223.1,1284.3,15.3,1
2024-07-01T10:17:39,220.4,49.98,1264.2,1327.4,15.8,1
2024-07-01T10:17:42,220.8,50.03,1262.2,1325.3,15.8,1
2024-07-01T10:17:45,220.8,49.99,1293.4,1358.1,16.2,1
2024-07-01T10:17:48,219.0,50.0,1254.9,1317.6,15.7,1
2024-07-01T10:17:51,219.6,49.97,1314.7,1380.5,16.4,1
2024-07-01T10:17:54,220.2,50.01,1248.3,1310.8,15.6,1
2024-07-01T10:17:57,218.3,50.0,1287.0,1351.4,16.1,1
2024-07-01T10:18:00,219.7,50.01,1257.8,1320.7,15.7,1
2024-07-01T10:18:03,216.4,49.97,1204.8,1265.0,15.1,1
2024-07-01T10:18:06,220.9,49.99,1233.0,1294.6,15.4,1
2024-07-01T10:18:09,218.9,49.98,1297.1,1361.9,16.2,1
2024-07-01T10:18:12,220.2,49.99,1268.9,1332.4,15.9,1
2024-07-01T10:18:15,218.7,50.0,1270.5,1334.0,15.9,1
2024-07-01T10:18:18,218.5,49.99,1250.4,1313.0,15.6,1
2024-07-01T10:18:21,218.9,50.01,1208.2,1268.6,15.1,1
2024-07-01T10:18:24,218.6,50.0,1252.7,1315.3,15.7,1
2024-07-01T10:18:27,220.5,50.01,1217.7,1278.6,15.2,1
2024-07-01T10:18:30,220.6,50.01,1283.9,1348.1,16.0,1
2024-07-01T10:18:33,222.6,49.98,1207.6,1268.0,15.1,1
2024-07-01T10:18:36,221.0,49.99,1309.1,1374.6,16.4,1
2024-07-01T10:18:39,220.6,50.0,1221.2,1282.2,15.3,1
2024-07-01T10:18:42,219.1,50.0,1276.3,1340.1,16.0,1
2024-07-01T10:18:45,219.6,50.01,1275.4,1339.2,15.9,1
2024-07-01T10:18:48,222.5,49.98,1159.3,1217.2,14.5,1
2024-07-01T10:18:51,220.5,50.01,1274.2,1337.9,15.9,1
2024-07-01T10:18:54,221.3,50.02,1338.6,1405.6,16.7,1
2024-07-01T10:18:57,218.3,49.99,1224.1,1285.3,15.3,1
2024-07-01T10:19:00,220.1,49.99,1210.9,1271.4,15.1,1
2024-07-01T10:19:03,223.3,49.97,1267.5,1330.9,15.8,1
2024-07-01T10:19:06,219.9,49.97,1223.2,1284.4,15.3,1
2024-07-01T10:19:09,219.7,50.0,1243.8,1306.0,15.5,1
2024-07-01T10:19:12,222.5,50.0,1243.3,1305.5,15.5,1
2024-07-01T10:19:15,219.5,49.99,1285.2,1349.4,16.1,1
2024-07-01T10:19:18,220.6,50.03,1251.6,1314.2,15.6,1
2024-07-01T10:19:21,220.7,49.99,1266.4,1329.8,15.8,1
2024-07-01T10:19:24,219.0,50.03,1301.0,1366.0,16.3,1
2024-07-01T10:19:27,219.3,50.0,1272.5,1336.2,15.9,1
2024-07-01T10:19:30,219.7,50.01,1260.6,1323.6,15.8,1
2024-07-01T10:19:33,221.6,49.99,1262.8,1325.9,15.8,1
2024-07-01T10:19:36,221.6,49.99,1213.2,1273.9,15.2,1
2024-07-01T10:19:39,217.1,50.0,1197.7,1257.6,15.0,1
2024-07-01T10:19:42,221.9,49.99,1251.4,1314.0,15.6,1
2024-07-01T10:19:45,219.2,49.97,1270.9,1334.5,15.9,1
2024-07-01T10:19:48,219.2,50.0,1203.0,1263.1,15.0,1
2024-07-01T10:19:51,220.4,49.99,1246.1,1308.4,15.6,1
2024-07-01T10:19:54,219.3,50.02,1285.1,1349.3,16.1,1
2024-07-01T10:19:57,221.0,50.0,1247.2,1309.6,15.6,1
2024-07-01T10:20:00,219.6,50.02,1249.2,1311.6,15.6,1
2024-07-01T10:20:03,219.7,50.01,1253.3,1315.9,15.7,1
2024-07-01T10:20:06,222.6,49.97,1293.1,1357.8,16.2,1
2024-07-01T10:20:09,220.1,50.01,1279.9,1343.9,16.0,1
2024-07-01T10:20:12,219.2,50.01,1145.4,1202.6,14.3,1
2024-07-01T10:20:15,219.5,49.99,1161.6,1219.6,14.5,1
2024-07-01T10:20:18,218.4,50.02,1248.0,1310.4,15.6,1
2024-07-01T10:20:21,218.9,50.0,1232.9,1294.6,15.4,1
2024-07-01T10:20:24,220.8,50.02,1243.4,1305.5,15.5,1
2024-07-01T10:20:27,218.7,50.03,1246.1,1308.4,15.6,1
2024-07-01T10:20:30,218.9,49.99,1240.3,1302.3,15.5,1
2024-07-01T10:20:33,218.9,50.02,1183.1,1242.3,14.8,1
2024-07-01T10:20:36,218.3,50.02,1301.0,1366.1,16.3,1
2024-07-01T10:20:39,221.2,49.99,1277.3,1341.2,16.0,1
2024-07-01T10:20:42,219.0,49.97,1284.7,1348.9,16.1,1
2024-07-01T10:20:45,220.2,49.99,1254.5,1317.3,15.7,1
2024-07-01T10:20:48,221.7,49.98,1239.3,1301.3,15.5,1
2024-07-01T10:20:51,221.7,49.98,1260.4,1323.4,15.8,1
2024-07-01T10:20:54,219.6,50.01,1293.8,1358.5,16.2,1
2024-07-01T10:20:57,218.5,49.97,1276.3,1340.1,16.0,1
2024-07-01T10:21:00,222.1,49.99,1276.7,1340.5,16.0,1
2024-07-01T10:21:03,218.3,49.99,1231.2,1292.8,15.4,1
2024-07-01T10:21:06,221.3,50.01,1186.9,1246.3,14.8,1
2024-07-01T10:21:09,219.6,49.99,1201.5,1261.6,15.0,1
2024-07-01T10:21:12,219.9,49.98,1265.8,1329.1,15.8,1
2024-07-01T10:21:15,219.0,50.03,1225.4,1286.7,15.3,1
2024-07-01T10:21:18,219.2,50.01,1295.7,1360.5,16.2,1
2024-07-01T10:21:21,218.5,49.96,1243.0,1305.1,15.5,1
2024-07-01T10:21:24,217.4,49.95,1234.6,1296.4,15.4,1
2024-07-01T10:21:27,219.2,49.97,1330.5,1397.1,16.6,1
2024-07-01T10:21:30,220.6,50.01,1345.9,1413.2,16.8,1
2024-07-01T10:21:33,221.3,50.0,1275.2,1338.9,15.9,1
2024-07-01T10:21:36,222.0,49.98,1245.6,1307.9,15.6,1
2024-07-01T10:21:39,216.9,49.99,1256.6,1319.4,15.7,1
2024-07-01T10:21:42,219.8,49.99,1202.1,1262.2,15.0,1
2024-07-01T10:21:45,220.9,49.98,1265.6,1328.8,15.8,1
